Platform,Genre,NA_Sales,JP_Sales,Rating,Critic_Score_Class
12.0,10.0,0.26,0.0,2.0,0.0
15.0,8.0,0.23,0.0,6.0,3.0
7.0,3.0,0.14,0.0,1.0,3.0
12.0,10.0,0.23,0.04,1.0,2.0
7.0,7.0,0.07,0.15,6.0,2.0
7.0,11.0,0.06,0.16,6.0,1.0
8.0,11.0,0.1,0.0,1.0,3.0
16.0,0.0,0.15,0.0,4.0,1.0
5.0,9.0,0.01,0.0,1.0,2.0
15.0,7.0,0.19,0.0,6.0,0.0
12.0,5.0,0.26,0.0,2.0,1.0
12.0,0.0,0.06,0.2,6.0,0.0
7.0,4.0,0.14,0.0,1.0,1.0
2.0,5.0,0.17,0.1,6.0,1.0
10.0,0.0,0.06,0.22,6.0,3.0
7.0,8.0,0.14,0.0,4.0,2.0
12.0,0.0,0.15,0.05,4.0,0.0
15.0,6.0,0.26,0.0,1.0,3.0
4.0,4.0,0.22,0.0,1.0,0.0
8.0,1.0,0.09,0.01,6.0,1.0
13.0,0.0,0.18,0.09,1.0,1.0
5.0,8.0,0.0,0.0,6.0,2.0
14.0,10.0,0.21,0.0,1.0,2.0
13.0,0.0,0.17,0.0,4.0,2.0
3.0,4.0,0.2,0.0,1.0,1.0
3.0,7.0,0.08,0.17,2.0,1.0
7.0,6.0,0.14,0.0,1.0,3.0
3.0,0.0,0.2,0.0,2.0,0.0
5.0,10.0,0.0,0.0,1.0,2.0
12.0,2.0,0.24,0.0,6.0,1.0
14.0,0.0,0.21,0.0,4.0,2.0
7.0,7.0,0.09,0.1,4.0,1.0
7.0,4.0,0.14,0.0,6.0,0.0
14.0,10.0,0.21,0.0,6.0,3.0
7.0,6.0,0.14,0.0,6.0,0.0
10.0,0.0,0.07,0.2,6.0,0.0
8.0,0.0,0.14,0.0,2.0,3.0
11.0,7.0,0.06,0.08,2.0,1.0
4.0,6.0,0.22,0.0,1.0,0.0
11.0,0.0,0.09,0.0,2.0,3.0
8.0,3.0,0.08,0.19,6.0,1.0
14.0,2.0,0.21,0.0,6.0,3.0
3.0,7.0,0.0,0.28,2.0,2.0
7.0,0.0,0.14,0.0,6.0,2.0
15.0,8.0,0.15,0.05,6.0,1.0
8.0,0.0,0.1,0.14,6.0,3.0
15.0,0.0,0.13,0.0,4.0,3.0
15.0,9.0,0.24,0.01,6.0,1.0
7.0,0.0,0.14,0.0,1.0,3.0
14.0,8.0,0.22,0.0,4.0,2.0
14.0,2.0,0.21,0.0,6.0,0.0
2.0,0.0,0.15,0.0,6.0,0.0
12.0,0.0,0.25,0.0,2.0,3.0
7.0,0.0,0.14,0.0,4.0,3.0
10.0,1.0,0.25,0.0,6.0,3.0
15.0,8.0,0.1,0.01,4.0,0.0
15.0,0.0,0.13,0.0,6.0,3.0
2.0,10.0,0.26,0.0,1.0,3.0
7.0,8.0,0.14,0.0,6.0,0.0
7.0,4.0,0.14,0.0,6.0,0.0
10.0,10.0,0.26,0.0,1.0,2.0
7.0,6.0,0.12,0.03,4.0,0.0
2.0,4.0,0.16,0.1,1.0,1.0
7.0,2.0,0.14,0.0,4.0,3.0
12.0,3.0,0.13,0.0,6.0,3.0
6.0,2.0,0.09,0.1,6.0,2.0
8.0,8.0,0.1,0.02,4.0,0.0
7.0,7.0,0.14,0.0,6.0,1.0
7.0,10.0,0.14,0.0,1.0,1.0
8.0,0.0,0.11,0.08,6.0,1.0
8.0,10.0,0.18,0.0,1.0,3.0
14.0,10.0,0.21,0.0,1.0,2.0
14.0,0.0,0.21,0.0,4.0,2.0
7.0,10.0,0.14,0.0,1.0,3.0
7.0,10.0,0.14,0.0,1.0,2.0
5.0,0.0,0.1,0.0,4.0,0.0
15.0,4.0,0.12,0.01,4.0,0.0
15.0,3.0,0.16,0.0,1.0,0.0
8.0,0.0,0.13,0.0,2.0,0.0
4.0,3.0,0.21,0.0,1.0,3.0
8.0,3.0,0.12,0.0,1.0,0.0
7.0,8.0,0.05,0.17,6.0,0.0
15.0,10.0,0.03,0.0,1.0,3.0
16.0,0.0,0.2,0.0,2.0,1.0
15.0,11.0,0.16,0.0,1.0,3.0
15.0,2.0,0.2,0.03,6.0,2.0
7.0,0.0,0.11,0.0,6.0,3.0
9.0,0.0,0.04,0.0,2.0,1.0
15.0,3.0,0.26,0.0,6.0,3.0
8.0,0.0,0.09,0.06,6.0,1.0
12.0,9.0,0.26,0.0,6.0,3.0
4.0,10.0,0.21,0.0,6.0,1.0
13.0,3.0,0.13,0.0,2.0,0.0
14.0,0.0,0.21,0.0,4.0,0.0
7.0,10.0,0.14,0.0,6.0,0.0
12.0,1.0,0.23,0.0,2.0,3.0
7.0,1.0,0.14,0.0,1.0,3.0
3.0,4.0,0.2,0.0,6.0,2.0
2.0,7.0,0.13,0.14,4.0,2.0
8.0,8.0,0.11,0.01,4.0,3.0
10.0,3.0,0.05,0.17,1.0,1.0
12.0,0.0,0.11,0.0,2.0,1.0
16.0,0.0,0.16,0.0,1.0,0.0
8.0,3.0,0.14,0.0,6.0,3.0
14.0,2.0,0.21,0.0,4.0,0.0
2.0,4.0,0.24,0.0,1.0,1.0
4.0,2.0,0.21,0.0,6.0,0.0
8.0,0.0,0.0,0.09,4.0,1.0
14.0,10.0,0.2,0.0,1.0,1.0
12.0,0.0,0.11,0.01,2.0,0.0
15.0,6.0,0.08,0.0,1.0,1.0
0.0,0.0,0.16,0.0,1.0,0.0
6.0,1.0,0.15,0.0,4.0,3.0
6.0,10.0,0.15,0.0,1.0,0.0
15.0,0.0,0.17,0.0,4.0,1.0
7.0,10.0,0.13,0.0,1.0,0.0
7.0,6.0,0.13,0.0,6.0,2.0
4.0,7.0,0.21,0.0,6.0,2.0
10.0,0.0,0.23,0.0,4.0,2.0
11.0,7.0,0.11,0.07,6.0,1.0
15.0,0.0,0.15,0.0,6.0,3.0
7.0,0.0,0.13,0.0,6.0,0.0
2.0,5.0,0.16,0.1,1.0,1.0
14.0,6.0,0.18,0.0,1.0,2.0
15.0,6.0,0.07,0.0,1.0,0.0
7.0,6.0,0.13,0.0,1.0,0.0
5.0,11.0,0.01,0.0,1.0,2.0
15.0,10.0,0.25,0.0,2.0,1.0
4.0,4.0,0.21,0.0,1.0,0.0
3.0,2.0,0.19,0.0,1.0,1.0
7.0,7.0,0.13,0.0,6.0,0.0
14.0,6.0,0.2,0.0,1.0,1.0
7.0,8.0,0.13,0.0,4.0,0.0
15.0,8.0,0.15,0.0,4.0,1.0
16.0,0.0,0.13,0.0,2.0,0.0
15.0,7.0,0.15,0.01,6.0,0.0
14.0,10.0,0.2,0.0,1.0,2.0
7.0,0.0,0.13,0.0,4.0,1.0
8.0,6.0,0.25,0.0,1.0,0.0
12.0,0.0,0.14,0.0,6.0,3.0
7.0,0.0,0.13,0.0,2.0,0.0
9.0,4.0,0.1,0.0,1.0,2.0
15.0,8.0,0.24,0.0,4.0,1.0
7.0,6.0,0.13,0.0,6.0,1.0
12.0,10.0,0.23,0.0,2.0,0.0
14.0,0.0,0.2,0.0,6.0,0.0
0.0,0.0,0.16,0.0,6.0,0.0
8.0,0.0,0.11,0.04,4.0,1.0
7.0,6.0,0.06,0.14,1.0,1.0
5.0,11.0,0.04,0.0,6.0,1.0
8.0,3.0,0.25,0.0,6.0,3.0
4.0,10.0,0.21,0.0,1.0,2.0
7.0,6.0,0.13,0.0,1.0,2.0
7.0,8.0,0.13,0.0,4.0,3.0
5.0,11.0,0.1,0.0,6.0,1.0
4.0,9.0,0.21,0.0,6.0,0.0
15.0,10.0,0.18,0.0,1.0,1.0
7.0,9.0,0.13,0.0,6.0,1.0
14.0,10.0,0.2,0.0,6.0,1.0
7.0,2.0,0.13,0.0,6.0,3.0
15.0,11.0,0.12,0.0,6.0,1.0
7.0,11.0,0.13,0.0,1.0,0.0
15.0,10.0,0.14,0.0,1.0,3.0
8.0,10.0,0.24,0.01,1.0,0.0
15.0,8.0,0.14,0.0,4.0,3.0
2.0,7.0,0.09,0.15,2.0,1.0
2.0,3.0,0.24,0.0,1.0,3.0
2.0,6.0,0.24,0.0,1.0,3.0
15.0,8.0,0.15,0.0,6.0,0.0
0.0,7.0,0.13,0.11,2.0,0.0
14.0,10.0,0.2,0.0,1.0,2.0
8.0,0.0,0.12,0.0,4.0,3.0
7.0,3.0,0.11,0.03,6.0,3.0
15.0,10.0,0.24,0.0,2.0,1.0
2.0,9.0,0.24,0.0,1.0,3.0
15.0,11.0,0.24,0.0,2.0,2.0
7.0,0.0,0.13,0.0,4.0,3.0
10.0,10.0,0.24,0.0,1.0,1.0
15.0,0.0,0.22,0.0,6.0,3.0
14.0,8.0,0.16,0.04,6.0,2.0
2.0,9.0,0.25,0.0,1.0,2.0
12.0,6.0,0.24,0.0,1.0,1.0
15.0,0.0,0.23,0.0,6.0,3.0
9.0,7.0,0.11,0.0,6.0,0.0
2.0,7.0,0.13,0.12,6.0,2.0
7.0,10.0,0.13,0.0,2.0,3.0
2.0,7.0,0.09,0.16,2.0,2.0
8.0,0.0,0.22,0.0,6.0,3.0
15.0,0.0,0.18,0.0,4.0,0.0
13.0,0.0,0.13,0.01,2.0,0.0
5.0,0.0,0.11,0.0,4.0,0.0
8.0,0.0,0.06,0.0,2.0,3.0
7.0,6.0,0.13,0.0,1.0,3.0
10.0,2.0,0.11,0.09,6.0,0.0
0.0,7.0,0.1,0.14,6.0,2.0
16.0,0.0,0.15,0.0,6.0,1.0
3.0,7.0,0.0,0.26,1.0,2.0
4.0,8.0,0.2,0.0,6.0,0.0
8.0,0.0,0.04,0.16,6.0,0.0
15.0,0.0,0.18,0.0,1.0,0.0
10.0,2.0,0.26,0.0,6.0,0.0
12.0,10.0,0.24,0.0,1.0,0.0
15.0,11.0,0.21,0.0,6.0,1.0
7.0,6.0,0.13,0.0,1.0,3.0
6.0,3.0,0.04,0.18,1.0,0.0
7.0,9.0,0.06,0.14,6.0,1.0
7.0,10.0,0.13,0.0,6.0,3.0
14.0,10.0,0.19,0.0,4.0,1.0
4.0,1.0,0.2,0.0,6.0,0.0
5.0,11.0,0.1,0.0,6.0,2.0
8.0,0.0,0.2,0.0,6.0,0.0
4.0,6.0,0.2,0.0,1.0,0.0
7.0,7.0,0.13,0.0,6.0,0.0
14.0,1.0,0.19,0.0,6.0,2.0
7.0,2.0,0.13,0.0,6.0,0.0
8.0,7.0,0.06,0.14,6.0,0.0
7.0,1.0,0.13,0.0,4.0,1.0
5.0,9.0,0.05,0.0,6.0,1.0
15.0,0.0,0.12,0.02,4.0,1.0
15.0,10.0,0.17,0.0,1.0,3.0
8.0,0.0,0.0,0.26,6.0,1.0
8.0,4.0,0.11,0.02,2.0,2.0
15.0,8.0,0.16,0.0,4.0,3.0
5.0,11.0,0.02,0.0,2.0,1.0
2.0,0.0,0.11,0.11,4.0,1.0
8.0,0.0,0.2,0.0,4.0,1.0
15.0,8.0,0.08,0.0,4.0,3.0
2.0,4.0,0.21,0.0,1.0,3.0
15.0,0.0,0.2,0.0,6.0,2.0
2.0,3.0,0.21,0.02,1.0,1.0
14.0,10.0,0.19,0.0,1.0,1.0
7.0,6.0,0.13,0.0,1.0,1.0
7.0,10.0,0.13,0.0,1.0,3.0
2.0,1.0,0.24,0.0,2.0,3.0
3.0,4.0,0.16,0.04,6.0,2.0
8.0,3.0,0.1,0.1,6.0,1.0
7.0,6.0,0.13,0.0,1.0,1.0
2.0,1.0,0.23,0.0,6.0,0.0
14.0,7.0,0.19,0.0,6.0,1.0
2.0,10.0,0.24,0.0,1.0,0.0
2.0,5.0,0.13,0.11,1.0,1.0
4.0,10.0,0.2,0.0,1.0,2.0
5.0,7.0,0.01,0.0,4.0,2.0
14.0,9.0,0.19,0.0,6.0,1.0
3.0,2.0,0.18,0.0,6.0,2.0
7.0,0.0,0.12,0.0,2.0,3.0
4.0,1.0,0.15,0.06,1.0,2.0
10.0,6.0,0.03,0.0,1.0,1.0
7.0,10.0,0.12,0.0,1.0,3.0
15.0,6.0,0.23,0.0,1.0,0.0
8.0,6.0,0.22,0.0,1.0,0.0
15.0,7.0,0.15,0.0,4.0,3.0
5.0,9.0,0.0,0.0,6.0,0.0
5.0,1.0,0.09,0.0,4.0,2.0
14.0,10.0,0.2,0.0,1.0,2.0
12.0,7.0,0.13,0.05,2.0,0.0
7.0,10.0,0.12,0.0,1.0,1.0
8.0,0.0,0.16,0.0,2.0,2.0
8.0,6.0,0.18,0.01,6.0,1.0
0.0,7.0,0.17,0.05,6.0,1.0
5.0,0.0,0.1,0.0,2.0,1.0
6.0,0.0,0.14,0.0,1.0,3.0
15.0,10.0,0.15,0.06,4.0,3.0
8.0,0.0,0.12,0.02,4.0,3.0
14.0,8.0,0.19,0.0,4.0,1.0
8.0,0.0,0.05,0.0,6.0,3.0
4.0,8.0,0.19,0.0,6.0,1.0
16.0,6.0,0.09,0.0,1.0,0.0
0.0,4.0,0.11,0.0,2.0,0.0
4.0,4.0,0.19,0.0,1.0,1.0
15.0,0.0,0.22,0.0,2.0,2.0
7.0,6.0,0.12,0.0,1.0,2.0
9.0,0.0,0.14,0.04,4.0,3.0
14.0,10.0,0.19,0.0,2.0,1.0
8.0,3.0,0.08,0.0,1.0,3.0
6.0,2.0,0.14,0.0,6.0,3.0
14.0,8.0,0.16,0.0,4.0,1.0
8.0,0.0,0.15,0.0,2.0,0.0
2.0,3.0,0.21,0.0,2.0,0.0
15.0,6.0,0.23,0.0,1.0,1.0
15.0,6.0,0.22,0.0,1.0,0.0
8.0,8.0,0.08,0.0,4.0,0.0
5.0,6.0,0.04,0.0,2.0,1.0
7.0,0.0,0.12,0.0,6.0,3.0
4.0,2.0,0.19,0.0,6.0,2.0
12.0,0.0,0.22,0.0,6.0,0.0
14.0,9.0,0.19,0.0,6.0,1.0
0.0,7.0,0.1,0.13,2.0,1.0
7.0,10.0,0.12,0.0,1.0,2.0
12.0,10.0,0.22,0.0,6.0,3.0
10.0,0.0,0.11,0.0,6.0,0.0
15.0,0.0,0.21,0.0,4.0,0.0
15.0,10.0,0.14,0.0,6.0,3.0
7.0,0.0,0.03,0.18,6.0,0.0
15.0,1.0,0.18,0.0,2.0,3.0
15.0,0.0,0.18,0.0,6.0,3.0
7.0,0.0,0.12,0.0,6.0,3.0
14.0,8.0,0.19,0.0,6.0,0.0
6.0,7.0,0.14,0.0,1.0,2.0
7.0,1.0,0.12,0.0,6.0,3.0
4.0,4.0,0.19,0.0,1.0,3.0
15.0,9.0,0.19,0.03,6.0,0.0
5.0,11.0,0.09,0.0,6.0,2.0
10.0,7.0,0.1,0.12,6.0,2.0
8.0,6.0,0.12,0.0,2.0,3.0
2.0,0.0,0.16,0.0,6.0,3.0
12.0,0.0,0.19,0.0,6.0,3.0
8.0,10.0,0.23,0.0,1.0,1.0
8.0,8.0,0.12,0.0,4.0,2.0
7.0,7.0,0.12,0.0,6.0,1.0
4.0,7.0,0.19,0.0,6.0,2.0
15.0,0.0,0.14,0.0,4.0,3.0
15.0,0.0,0.16,0.03,4.0,3.0
4.0,10.0,0.19,0.0,1.0,1.0
11.0,4.0,0.13,0.0,2.0,1.0
15.0,0.0,0.15,0.01,6.0,1.0
11.0,7.0,0.05,0.14,6.0,1.0
7.0,7.0,0.12,0.0,2.0,3.0
5.0,0.0,0.03,0.0,4.0,1.0
12.0,10.0,0.13,0.0,1.0,3.0
0.0,9.0,0.1,0.08,6.0,1.0
16.0,6.0,0.12,0.0,2.0,2.0
0.0,7.0,0.04,0.2,6.0,0.0
7.0,3.0,0.12,0.0,1.0,1.0
5.0,8.0,0.14,0.0,4.0,1.0
15.0,8.0,0.2,0.0,4.0,1.0
9.0,0.0,0.08,0.06,6.0,1.0
10.0,10.0,0.23,0.0,1.0,2.0
6.0,8.0,0.14,0.0,6.0,3.0
11.0,0.0,0.1,0.1,6.0,2.0
9.0,4.0,0.09,0.0,2.0,1.0
7.0,3.0,0.12,0.0,1.0,0.0
7.0,4.0,0.12,0.0,6.0,0.0
11.0,0.0,0.05,0.11,6.0,0.0
7.0,8.0,0.12,0.0,4.0,2.0
4.0,9.0,0.19,0.0,1.0,2.0
14.0,0.0,0.14,0.05,4.0,2.0
8.0,8.0,0.21,0.0,6.0,3.0
3.0,4.0,0.17,0.0,1.0,0.0
5.0,8.0,0.11,0.0,4.0,0.0
14.0,6.0,0.18,0.0,1.0,3.0
2.0,7.0,0.22,0.0,2.0,3.0
8.0,6.0,0.08,0.0,1.0,0.0
10.0,10.0,0.21,0.01,1.0,0.0
14.0,6.0,0.18,0.0,1.0,2.0
7.0,3.0,0.12,0.0,1.0,1.0
5.0,8.0,0.02,0.0,4.0,2.0
14.0,8.0,0.18,0.0,6.0,1.0
10.0,7.0,0.19,0.03,6.0,2.0
16.0,7.0,0.15,0.0,4.0,2.0
9.0,10.0,0.15,0.0,1.0,3.0
4.0,0.0,0.19,0.0,6.0,2.0
12.0,3.0,0.22,0.0,2.0,3.0
4.0,6.0,0.19,0.0,6.0,0.0
15.0,0.0,0.16,0.0,6.0,3.0
10.0,6.0,0.16,0.0,2.0,0.0
14.0,0.0,0.18,0.0,6.0,3.0
14.0,2.0,0.18,0.0,6.0,3.0
15.0,0.0,0.07,0.0,1.0,2.0
8.0,3.0,0.21,0.0,6.0,0.0
4.0,7.0,0.19,0.0,1.0,0.0
2.0,1.0,0.1,0.12,1.0,1.0
7.0,10.0,0.12,0.0,1.0,2.0
15.0,0.0,0.2,0.0,1.0,0.0
4.0,0.0,0.19,0.0,6.0,0.0
3.0,10.0,0.17,0.0,1.0,0.0
5.0,8.0,0.0,0.0,4.0,2.0
8.0,8.0,0.17,0.01,4.0,1.0
10.0,7.0,0.15,0.07,2.0,3.0
15.0,0.0,0.07,0.0,2.0,0.0
16.0,3.0,0.17,0.0,1.0,1.0
15.0,10.0,0.11,0.01,1.0,0.0
2.0,7.0,0.16,0.06,6.0,0.0
14.0,6.0,0.18,0.0,1.0,3.0
15.0,3.0,0.16,0.0,6.0,3.0
3.0,0.0,0.17,0.0,4.0,0.0
2.0,7.0,0.11,0.12,2.0,1.0
12.0,0.0,0.13,0.06,4.0,0.0
12.0,0.0,0.12,0.0,6.0,1.0
7.0,3.0,0.12,0.0,1.0,3.0
10.0,0.0,0.22,0.0,6.0,3.0
8.0,0.0,0.14,0.0,6.0,3.0
7.0,7.0,0.12,0.0,6.0,2.0
10.0,6.0,0.03,0.0,4.0,3.0
8.0,0.0,0.18,0.0,2.0,0.0
10.0,3.0,0.21,0.0,4.0,0.0
9.0,10.0,0.16,0.0,1.0,3.0
8.0,1.0,0.05,0.0,4.0,0.0
15.0,0.0,0.16,0.04,6.0,3.0
14.0,10.0,0.18,0.0,1.0,1.0
15.0,0.0,0.17,0.0,6.0,3.0
8.0,7.0,0.1,0.0,4.0,3.0
12.0,10.0,0.02,0.0,2.0,3.0
15.0,0.0,0.18,0.0,6.0,3.0
8.0,10.0,0.06,0.0,1.0,3.0
15.0,0.0,0.16,0.0,4.0,0.0
8.0,7.0,0.08,0.13,4.0,0.0
8.0,9.0,0.1,0.02,6.0,1.0
7.0,6.0,0.12,0.0,1.0,3.0
12.0,1.0,0.11,0.0,6.0,1.0
15.0,7.0,0.18,0.0,4.0,0.0
8.0,0.0,0.19,0.0,1.0,0.0
5.0,7.0,0.16,0.0,6.0,1.0
2.0,7.0,0.22,0.0,2.0,0.0
12.0,0.0,0.1,0.0,6.0,1.0
7.0,3.0,0.11,0.0,1.0,1.0
2.0,1.0,0.21,0.0,1.0,0.0
14.0,6.0,0.18,0.0,1.0,2.0
14.0,0.0,0.18,0.0,6.0,1.0
14.0,0.0,0.18,0.0,2.0,0.0
2.0,0.0,0.2,0.0,1.0,0.0
2.0,7.0,0.09,0.13,6.0,0.0
15.0,3.0,0.19,0.0,1.0,3.0
12.0,3.0,0.19,0.0,2.0,3.0
11.0,0.0,0.02,0.18,6.0,2.0
9.0,0.0,0.11,0.0,6.0,1.0
14.0,10.0,0.17,0.0,1.0,2.0
8.0,0.0,0.0,0.23,6.0,0.0
7.0,6.0,0.11,0.0,6.0,1.0
11.0,3.0,0.0,0.23,6.0,2.0
7.0,6.0,0.11,0.0,6.0,3.0
7.0,0.0,0.11,0.0,6.0,3.0
8.0,8.0,0.14,0.0,4.0,1.0
2.0,5.0,0.15,0.06,1.0,2.0
4.0,0.0,0.18,0.0,6.0,2.0
4.0,8.0,0.18,0.0,6.0,1.0
7.0,10.0,0.11,0.0,1.0,2.0
15.0,6.0,0.08,0.0,2.0,1.0
14.0,0.0,0.17,0.0,6.0,2.0
6.0,2.0,0.13,0.0,6.0,0.0
12.0,10.0,0.21,0.0,2.0,0.0
8.0,7.0,0.14,0.05,6.0,3.0
12.0,0.0,0.17,0.0,6.0,3.0
7.0,8.0,0.11,0.0,6.0,1.0
12.0,0.0,0.21,0.0,2.0,3.0
8.0,0.0,0.12,0.0,2.0,3.0
5.0,8.0,0.12,0.0,4.0,1.0
5.0,8.0,0.07,0.0,6.0,1.0
10.0,7.0,0.15,0.04,6.0,2.0
9.0,7.0,0.09,0.08,6.0,2.0
9.0,2.0,0.0,0.05,6.0,3.0
15.0,0.0,0.21,0.0,1.0,2.0
8.0,6.0,0.15,0.0,1.0,3.0
8.0,10.0,0.09,0.0,1.0,1.0
14.0,0.0,0.17,0.0,4.0,0.0
9.0,6.0,0.04,0.03,1.0,0.0
9.0,7.0,0.07,0.1,6.0,0.0
15.0,0.0,0.13,0.02,6.0,3.0
7.0,10.0,0.11,0.0,6.0,0.0
13.0,0.0,0.13,0.01,1.0,3.0
8.0,3.0,0.13,0.0,1.0,0.0
7.0,0.0,0.11,0.0,4.0,1.0
0.0,0.0,0.11,0.08,4.0,3.0
12.0,6.0,0.09,0.0,1.0,1.0
7.0,6.0,0.11,0.0,6.0,3.0
14.0,8.0,0.17,0.0,6.0,2.0
14.0,8.0,0.17,0.0,4.0,0.0
2.0,7.0,0.17,0.04,2.0,2.0
0.0,2.0,0.15,0.0,6.0,1.0
12.0,2.0,0.19,0.0,4.0,1.0
7.0,7.0,0.06,0.1,6.0,2.0
6.0,7.0,0.13,0.0,6.0,2.0
13.0,10.0,0.21,0.0,1.0,1.0
7.0,10.0,0.11,0.0,1.0,1.0
4.0,10.0,0.18,0.0,1.0,2.0
7.0,8.0,0.11,0.0,6.0,3.0
10.0,3.0,0.2,0.0,1.0,1.0
10.0,10.0,0.19,0.0,1.0,1.0
0.0,1.0,0.13,0.06,6.0,3.0
11.0,3.0,0.09,0.01,1.0,2.0
8.0,7.0,0.14,0.07,2.0,3.0
10.0,7.0,0.14,0.08,6.0,1.0
2.0,10.0,0.2,0.0,2.0,1.0
7.0,1.0,0.11,0.0,1.0,3.0
15.0,3.0,0.21,0.0,6.0,0.0
10.0,7.0,0.09,0.12,2.0,3.0
7.0,10.0,0.11,0.0,1.0,0.0
2.0,6.0,0.18,0.0,2.0,3.0
7.0,0.0,0.11,0.0,4.0,0.0
8.0,0.0,0.12,0.05,4.0,0.0
15.0,6.0,0.08,0.0,1.0,0.0
7.0,0.0,0.11,0.0,4.0,3.0
0.0,4.0,0.15,0.05,1.0,1.0
7.0,0.0,0.11,0.0,4.0,1.0
16.0,8.0,0.16,0.0,6.0,1.0
11.0,0.0,0.13,0.0,2.0,3.0
10.0,7.0,0.2,0.0,6.0,1.0
14.0,8.0,0.17,0.0,4.0,0.0
11.0,7.0,0.03,0.13,6.0,2.0
7.0,10.0,0.11,0.0,1.0,3.0
10.0,10.0,0.2,0.0,1.0,1.0
12.0,10.0,0.07,0.03,1.0,1.0
4.0,7.0,0.17,0.0,6.0,2.0
5.0,7.0,0.0,0.0,4.0,0.0
3.0,7.0,0.11,0.06,1.0,1.0
11.0,0.0,0.0,0.12,4.0,2.0
4.0,10.0,0.17,0.0,1.0,2.0
3.0,10.0,0.16,0.0,1.0,1.0
12.0,6.0,0.21,0.0,1.0,3.0
11.0,0.0,0.07,0.12,4.0,1.0
8.0,0.0,0.13,0.0,6.0,3.0
12.0,2.0,0.19,0.0,6.0,0.0
5.0,0.0,0.11,0.0,4.0,1.0
7.0,2.0,0.03,0.17,6.0,0.0
7.0,8.0,0.07,0.08,4.0,3.0
15.0,2.0,0.14,0.0,6.0,0.0
3.0,4.0,0.16,0.0,1.0,1.0
12.0,10.0,0.14,0.07,2.0,1.0
0.0,0.0,0.08,0.02,2.0,0.0
8.0,0.0,0.13,0.0,2.0,0.0
0.0,4.0,0.14,0.0,6.0,0.0
2.0,7.0,0.2,0.0,6.0,1.0
8.0,7.0,0.04,0.01,4.0,3.0
2.0,11.0,0.18,0.0,2.0,2.0
2.0,10.0,0.2,0.0,1.0,1.0
5.0,8.0,0.08,0.0,4.0,1.0
5.0,0.0,0.05,0.0,2.0,2.0
8.0,6.0,0.05,0.0,1.0,0.0
2.0,11.0,0.2,0.0,1.0,0.0
3.0,7.0,0.16,0.0,6.0,0.0
14.0,0.0,0.16,0.0,4.0,1.0
4.0,5.0,0.17,0.0,1.0,3.0
9.0,11.0,0.1,0.0,1.0,3.0
4.0,0.0,0.17,0.0,6.0,2.0
10.0,10.0,0.07,0.13,1.0,2.0
8.0,8.0,0.09,0.0,2.0,2.0
12.0,10.0,0.19,0.0,1.0,3.0
2.0,8.0,0.2,0.0,4.0,3.0
10.0,0.0,0.09,0.0,4.0,3.0
5.0,0.0,0.05,0.0,4.0,1.0
14.0,3.0,0.16,0.0,1.0,3.0
2.0,7.0,0.1,0.11,2.0,3.0
14.0,8.0,0.16,0.0,4.0,3.0
4.0,10.0,0.17,0.0,1.0,0.0
7.0,7.0,0.11,0.0,6.0,0.0
1.0,2.0,0.0,0.22,6.0,2.0
8.0,3.0,0.2,0.0,2.0,2.0
10.0,0.0,0.03,0.0,6.0,3.0
2.0,0.0,0.17,0.0,6.0,3.0
4.0,0.0,0.17,0.0,6.0,0.0
7.0,3.0,0.11,0.0,6.0,0.0
7.0,10.0,0.11,0.0,1.0,0.0
5.0,0.0,0.07,0.0,2.0,2.0
15.0,10.0,0.2,0.0,1.0,0.0
16.0,7.0,0.1,0.0,4.0,1.0
10.0,7.0,0.08,0.13,6.0,1.0
5.0,0.0,0.14,0.0,4.0,1.0
7.0,7.0,0.11,0.0,6.0,0.0
15.0,0.0,0.11,0.0,2.0,0.0
7.0,10.0,0.11,0.0,1.0,0.0
12.0,0.0,0.08,0.0,6.0,1.0
10.0,10.0,0.2,0.0,1.0,1.0
2.0,3.0,0.19,0.0,1.0,2.0
15.0,11.0,0.15,0.03,6.0,1.0
3.0,0.0,0.16,0.0,2.0,0.0
5.0,0.0,0.12,0.0,4.0,2.0
4.0,10.0,0.17,0.0,1.0,2.0
9.0,1.0,0.11,0.0,4.0,2.0
15.0,0.0,0.13,0.0,4.0,0.0
3.0,3.0,0.15,0.0,1.0,3.0
15.0,8.0,0.19,0.0,6.0,0.0
4.0,0.0,0.17,0.0,2.0,0.0
16.0,8.0,0.12,0.0,4.0,2.0
9.0,10.0,0.1,0.0,6.0,3.0
7.0,1.0,0.11,0.0,1.0,0.0
8.0,1.0,0.12,0.08,2.0,0.0
15.0,9.0,0.19,0.0,6.0,3.0
7.0,6.0,0.11,0.0,1.0,3.0
0.0,11.0,0.14,0.01,6.0,0.0
16.0,10.0,0.17,0.0,1.0,3.0
7.0,6.0,0.11,0.0,6.0,0.0
10.0,10.0,0.2,0.0,1.0,3.0
7.0,0.0,0.03,0.15,6.0,0.0
15.0,9.0,0.13,0.04,6.0,0.0
15.0,10.0,0.2,0.0,1.0,2.0
12.0,0.0,0.19,0.0,2.0,3.0
7.0,7.0,0.1,0.0,6.0,1.0
3.0,8.0,0.15,0.0,1.0,0.0
7.0,2.0,0.1,0.0,6.0,3.0
7.0,11.0,0.1,0.0,6.0,3.0
15.0,8.0,0.1,0.0,4.0,0.0
